1stFlrSF,2ndFlrSF,3SsnPorch,AllRooms,Alley,AsphShn,Bath,BedroomAbvGr,BldgType,BsmtBath,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,BsmtQual,BsmtUnfSF,CentralAir_Y,Density,Dortmund_Nordstadt,Electrical,EnclosedPorch,ExAsbShng,ExBrkComm,ExBrkFace,ExCBlock,ExCemntBd,ExHdBoard,ExImStucc,ExMetalSd,ExPlywood,ExStone,ExStucco,ExVinylSd,ExWdSdng,ExWdShng,ExterCond,ExterQual,Exterior2nd_Other,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,FireplaceQu,Fireplaces,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Functional,GarageArea,GarageCars,GarageCond,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageYrBlt,GoodNbh,GrLivArea,Heating,HeatingQC,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MasVnrArea,MasVnrType,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,MoSold,NearPark,NearRailroad,NearStreet,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RelFirePlaces,RelKitchen,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,VeryGoodNbh,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
2234,0,0,11.0,0,0,2.0,1,1,1.0,3,0,1904,0,0,0,1,0,0,0,0,0,0,0,0,1,5,312,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,0,4,1,0,0,1,0,0,0,0,1166,3,3,1,0,0,3,0,1,0,0,0,0,2009.0,1,2234,1,5,0,0,1,0,0,0,0,0,179,1,5,0,1,17423,1,63.0,1,0,20,748.0,1,0,0,0,0,0,7,0,0,0,60,5,9,1,0,0,4,5,0,0,0,1,0,0,1,1,0,2,9,2216,1,0,2008,2009,2009,501837
968,0,0,6.0,0,0,1.0,2,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,968,1,2,1,1,184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,480,2,3,0,0,1,2,0,0,0,0,0,1,1935.0,0,968,1,3,0,0,1,0,0,0,0,0,180,1,3,0,1,8520,0,60.0,0,0,30,0.0,0,0,0,0,0,0,7,0,0,0,0,6,5,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,968,0,0,1923,2006,2007,100000
769,756,0,7.5,0,0,2.5,3,0,0.0,3,0,436,0,0,0,1,0,0,0,0,0,0,0,0,1,4,320,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,3,1,0,0,1,0,0,0,0,440,2,3,0,0,1,3,0,0,0,0,0,1,2000.0,1,1525,1,5,0,0,0,0,0,1,0,0,181,1,4,0,1,2117,0,70.04995836802665,0,0,160,456.0,1,0,0,0,0,0,6,0,0,0,0,5,6,1,0,0,3,4,0,1,0,0,0,0,0,0,0,2,5,756,0,0,2000,2000,2007,177000
901,901,0,10.5,0,0,1.5,4,1,0.0,3,0,352,0,0,0,0,1,0,0,0,0,0,0,0,1,2,441,1,1,0,1,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,4,1,1,0,0,0,0,0,0,216,1,3,0,0,1,2,0,0,0,0,0,1,1920.0,0,1802,1,4,0,0,0,0,0,1,0,0,182,1,3,0,1,7588,0,54.0,0,0,70,0.0,0,0,0,0,0,0,7,0,0,0,0,6,7,1,0,0,4,3,0,1,0,0,0,0,0,0,0,2,9,793,0,0,1920,1950,2006,200100
1340,0,180,8.0,0,0,1.0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,1,0,4,1,0,0,1,0,0,0,0,252,1,3,0,1,0,3,0,1,0,0,0,0,1957.0,0,1340,1,5,0,0,1,0,0,0,0,0,183,1,3,0,1,9060,0,60.0,0,0,20,98.0,1,0,0,0,0,0,6,0,0,1,0,6,5,1,0,0,4,3,0,0,0,1,0,0,0,0,0,2,7,0,0,116,1957,2006,2007,120000
1362,720,0,8.5,0,0,2.5,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1362,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,484,2,3,0,0,1,3,0,0,0,0,0,1,2003.0,0,2082,1,5,1,0,0,0,0,0,0,0,184,1,4,0,1,11426,0,63.0,0,0,50,0.0,0,0,0,0,0,0,6,0,0,0,238,5,7,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,6,1362,0,280,2003,2003,2008,200000
936,316,0,6.0,0,0,1.0,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,504,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,576,2,3,0,0,1,3,0,1,0,0,0,0,1986.0,0,1252,1,4,1,0,0,0,0,0,0,0,185,1,3,0,1,7438,0,92.0,1,0,50,0.0,0,0,0,0,0,0,6,0,1,1,0,8,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,504,0,104,1908,1991,2006,127000
1518,1518,0,14.5,0,0,2.5,4,1,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1107,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,1,0,0,0,3,2,1,0,0,0,0,0,0,840,3,3,0,0,1,5,0,0,0,0,0,1,1993.0,0,3608,1,5,0,0,0,1,0,0,0,0,186,1,5,0,1,22950,0,90.0,1,572,75,0.0,0,0,0,0,0,0,6,0,0,1,260,9,10,1,0,0,6,5,0,1,0,0,0,0,0,0,410,2,12,1107,0,0,1892,1993,2006,475000
1217,0,0,8.0,0,0,2.0,3,1,1.0,3,2,611,0,0,0,1,0,0,0,0,0,0,0,0,1,4,577,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,497,2,3,0,0,1,3,0,1,0,0,0,0,1990.0,0,1217,1,5,0,0,0,0,0,0,0,1,187,1,4,0,1,9947,1,70.04995836802665,1,0,80,0.0,0,0,0,0,0,0,6,0,0,0,27,5,7,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,6,1188,0,168,1990,1991,2009,173000
808,704,140,10.5,0,0,2.5,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,660,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,180,1,2,0,0,1,2,0,0,0,0,0,1,1916.0,0,1656,1,5,1,0,0,0,0,0,0,0,188,1,3,0,1,10410,0,60.0,0,144,50,0.0,0,0,0,0,0,0,8,0,0,0,0,7,5,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,8,660,0,0,1916,1987,2009,135000
1224,0,0,7.0,0,0,1.0,2,0,2.0,3,2,1086,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,3,2,0,1,0,0,0,0,0,528,2,3,0,0,1,3,0,0,0,0,0,1,1979.0,0,1224,1,3,0,0,0,0,0,0,1,0,189,2,3,1,1,7018,0,64.0,0,0,90,275.0,1,0,0,0,0,0,6,0,0,1,0,5,5,1,0,0,6,6,0,1,0,0,0,0,0,0,0,2,6,1086,0,120,1979,1979,2009,153337
1593,0,0,6.5,0,0,1.5,0,1,1.0,3,2,1153,0,0,0,1,0,0,0,0,0,0,0,0,1,5,440,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,1,0,0,1,0,0,0,0,682,2,3,1,0,0,3,0,1,0,0,0,0,2001.0,1,1593,1,5,0,0,1,0,0,0,0,0,190,1,5,0,1,4923,0,41.0,0,0,120,0.0,0,0,0,0,0,0,8,0,0,0,120,5,8,1,0,0,4,5,0,1,0,0,0,0,0,0,224,2,5,1593,1,0,2001,2002,2008,286000
1549,1178,0,12.5,0,0,2.5,3,1,0.0,4,0,297,0,0,0,0,0,1,0,0,0,0,0,0,1,4,556,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,2,0,1,0,0,0,0,1,440,2,3,0,0,1,3,0,0,0,0,0,1,1932.0,0,2727,1,3,0,0,0,0,0,1,0,0,191,1,4,1,2,10570,0,70.0,0,0,70,0.0,0,0,0,0,0,0,12,0,0,0,74,8,8,1,0,0,6,4,0,0,0,1,0,0,0,0,0,2,10,853,0,0,1932,1994,2007,315000
725,754,0,8.5,0,0,1.5,4,1,1.0,3,0,626,0,1,0,0,0,0,0,0,0,0,0,0,1,3,99,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,484,2,3,1,0,0,3,0,1,0,0,0,0,1972.0,0,1479,1,4,0,0,0,0,0,1,0,0,192,1,4,0,1,7472,1,70.04995836802665,1,0,60,138.0,1,0,0,0,0,0,6,0,0,0,32,9,7,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,7,725,0,0,1972,2004,2007,184000
1431,0,0,8.0,0,0,2.0,3,1,1.0,3,2,560,0,0,0,1,0,0,0,0,0,0,0,0,1,4,871,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,666,2,3,1,0,0,3,0,1,0,0,0,0,1999.0,0,1431,1,5,0,0,1,0,0,0,0,0,193,1,4,0,1,9017,0,68.0,1,0,20,0.0,0,0,0,0,0,0,9,0,0,0,35,5,7,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,6,1431,0,0,1999,1999,2009,192000
970,739,0,9.0,0,0,2.0,3,0,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,970,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,380,2,3,0,0,1,3,0,0,0,0,0,1,2004.0,0,1709,1,5,0,0,0,0,0,1,0,0,194,1,4,0,1,2522,0,24.0,0,0,160,50.0,1,0,0,0,0,0,5,0,0,0,40,5,7,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,7,970,0,0,2004,2004,2006,130000
864,0,0,6.0,0,0,1.0,3,1,0.0,3,2,390,0,1,0,0,0,0,0,0,0,0,0,0,1,3,474,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,352,1,3,0,0,1,3,0,0,0,0,0,1,1989.0,0,864,1,3,0,0,1,0,0,0,0,0,195,1,3,0,1,7180,0,60.0,1,0,20,0.0,0,0,0,0,0,0,5,0,0,0,0,7,5,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,5,864,0,0,1972,1972,2008,127000
855,601,0,9.5,0,0,2.5,3,0,0.0,3,0,566,0,1,0,0,0,0,0,0,0,0,0,0,1,4,289,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,440,2,3,0,0,1,3,0,1,0,0,0,0,1976.0,0,1456,1,3,0,0,0,0,0,1,0,0,196,1,3,0,1,2280,1,24.0,0,0,160,0.0,0,0,0,0,0,0,7,0,0,0,0,6,6,1,0,0,3,3,0,1,0,0,0,0,0,0,0,2,7,855,0,87,1976,1976,2009,148500
1726,0,0,10.0,0,0,2.0,3,1,1.0,3,0,1126,0,0,0,1,0,0,0,0,0,0,0,0,1,5,600,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,1,0,0,1,0,0,0,0,786,3,3,1,0,0,3,0,1,0,0,0,0,2007.0,1,1726,1,5,0,0,1,0,0,0,0,0,197,1,5,0,1,9416,0,79.0,0,0,20,205.0,1,0,0,0,0,0,9,0,0,0,138,5,7,1,0,0,4,5,0,0,0,1,0,0,1,1,266,2,8,1726,0,171,2007,2007,2007,311872
1360,1360,0,10.0,0,0,2.0,4,1,1.5,3,0,1036,184,0,0,1,0,0,0,0,0,0,1,0,0,3,140,1,1,0,1,552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,0,5,1,0,0,1,0,0,0,0,795,2,3,0,0,1,3,0,0,0,0,0,1,1918.0,0,3112,1,4,0,0,0,0,0,1,0,0,198,1,4,0,1,25419,1,174.0,0,392,75,0.0,0,0,0,0,0,0,3,0,0,1,16,4,8,1,512,1,5,4,0,1,0,0,0,0,0,0,0,2,8,1360,0,0,1918,1990,2006,235000
929,929,0,9.0,0,0,1.0,5,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,755,1,2,1,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978.5061638868744,0,2229,1,5,0,0,0,1,0,0,0,0,199,1,3,0,1,5520,1,92.0,0,371,75,0.0,0,0,0,0,0,0,7,0,0,0,198,6,6,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,8,755,0,0,1912,1950,2009,104000
1713,0,0,9.0,0,0,2.0,3,1,1.0,3,2,1088,0,0,0,1,0,0,0,0,0,0,0,0,1,5,625,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,4,1,0,0,1,0,0,0,0,856,3,3,1,0,0,3,0,1,0,0,0,0,2004.0,1,1713,1,5,0,0,1,0,0,0,0,0,200,1,5,0,1,9591,0,76.0,0,0,20,262.0,1,0,0,0,0,0,1,0,0,0,26,5,8,1,0,0,4,5,0,0,0,1,0,0,0,0,170,2,7,1713,1,0,2004,2005,2009,274900
1121,0,0,7.0,0,0,2.0,2,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1121,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,440,2,3,0,1,0,3,0,1,0,0,0,0,2003.0,0,1121,1,5,0,0,1,0,0,0,0,0,201,1,3,0,1,8546,1,80.0,0,0,20,0.0,0,0,0,0,0,0,3,0,0,0,64,5,4,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,1121,0,132,2003,2004,2010,140000
1279,0,0,8.0,0,0,2.0,3,1,0.5,3,0,641,279,1,0,0,0,0,0,0,0,0,1,0,0,3,276,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,1,0,2,2,0,1,0,0,0,0,0,473,2,3,0,0,1,3,0,0,0,0,0,1,1980.0,0,1279,1,3,0,0,1,0,0,0,0,0,202,1,3,0,1,10125,0,75.0,0,0,20,0.0,0,0,0,0,0,0,2,0,0,0,83,6,6,1,0,0,4,3,0,1,0,0,0,0,0,0,0,2,6,1196,0,238,1977,1977,2008,171500
865,445,0,8.0,0,0,2.0,2,1,0.0,3,0,617,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,1,1,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,398,1,3,0,0,1,3,0,1,0,0,0,0,1924.0,0,1310,1,4,1,0,0,0,0,0,0,0,203,1,3,0,1,7000,1,50.0,0,0,50,0.0,0,0,0,0,0,0,5,0,0,1,0,6,6,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,6,617,0,0,1924,1950,2006,112000
848,0,0,4.0,0,0,1.0,1,1,1.0,3,2,662,0,0,0,1,0,0,0,0,0,0,0,0,1,4,186,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,4,1,0,0,1,0,0,0,0,420,2,3,0,1,0,3,0,1,0,0,0,0,2004.0,0,848,1,5,0,0,1,0,0,0,0,0,204,1,4,0,1,4438,0,70.04995836802665,0,0,120,205.0,1,0,0,0,0,0,1,0,0,0,0,5,6,1,0,0,4,4,0,1,0,0,0,0,0,0,0,2,3,848,0,149,2004,2004,2008,149000
720,564,0,6.5,2,0,1.5,2,1,0.0,3,0,312,0,0,0,0,1,0,0,0,0,0,0,0,1,3,408,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,240,1,3,0,0,1,3,0,0,0,0,0,1,1948.0,0,1284,1,3,1,0,0,0,0,0,0,0,205,1,3,0,1,3500,0,50.0,0,0,50,0.0,0,0,0,0,0,0,4,0,0,0,35,7,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,720,0,0,1947,1950,2009,110000
1442,0,508,7.0,0,0,2.0,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1424,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,2,3,0,1,0,3,0,1,0,0,0,0,1990.0,0,1442,1,5,0,0,1,0,0,0,0,0,206,1,3,0,1,11851,1,99.0,0,0,20,0.0,0,0,0,0,0,0,5,0,0,0,34,5,7,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,1424,0,0,1990,1990,2009,180500
1696,0,0,9.5,0,0,1.5,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1140,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,1,0,1,0,0,0,0,1,349,1,3,0,1,0,3,0,1,0,0,0,0,1962.0,0,1696,1,3,0,0,1,0,0,0,0,0,207,1,3,0,1,13673,1,40.0,1,0,20,0.0,0,0,0,0,0,0,3,0,1,0,30,5,5,1,0,0,3,3,0,1,0,0,0,0,0,0,0,2,8,1140,0,0,1962,1962,2007,143900
1100,0,0,7.0,0,0,1.0,3,1,1.0,3,0,419,306,1,0,0,0,0,0,0,0,0,0,1,0,3,375,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,0,0,1,1,0,0,1,0,0,0,0,312,1,3,0,1,0,3,0,1,0,0,0,0,1960.0,0,1100,1,3,0,0,1,0,0,0,0,0,208,1,3,0,1,12493,0,70.04995836802665,1,0,20,0.0,0,0,0,0,0,0,4,0,0,0,0,5,4,1,0,0,1,3,0,1,0,0,0,0,0,0,0,2,6,1100,0,355,1960,1960,2008,141000
1180,882,0,9.5,0,0,2.5,3,1,1.0,3,3,1065,0,0,0,1,0,0,0,0,0,0,0,0,1,4,92,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,4,1,0,1,0,0,0,0,0,454,2,3,1,0,0,3,0,1,0,0,0,0,1988.0,0,2062,1,5,0,0,0,0,0,1,0,0,209,1,3,1,2,14364,0,70.04995836802665,1,0,60,128.0,1,0,0,0,0,0,4,0,0,0,55,5,7,1,0,0,4,3,0,1,0,0,0,0,0,0,154,2,7,1157,0,60,1988,1989,2007,277000
1092,0,0,7.0,0,0,1.0,3,1,1.0,3,0,787,0,0,0,0,0,1,0,0,0,0,0,0,1,4,305,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,504,2,4,0,1,0,3,0,1,0,0,0,0,1964.0,0,1092,1,5,0,0,1,0,0,0,0,0,210,1,3,0,1,8250,0,75.0,0,0,20,260.0,1,0,0,0,0,0,7,0,0,0,0,7,6,1,0,0,0,3,0,0,0,1,0,0,0,0,0,2,6,1092,0,0,1964,1964,2008,145000
864,0,0,6.0,0,0,1.0,2,1,1.0,3,0,468,0,0,0,0,0,1,0,0,0,0,0,0,1,3,396,0,1,1,0,96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978.5061638868744,0,864,1,3,0,0,1,0,0,0,0,0,211,1,3,0,1,5604,0,67.0,0,0,30,0.0,0,0,0,0,0,0,4,0,0,0,0,6,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,864,0,0,1925,1950,2008,98000
1212,0,0,8.0,0,0,2.0,3,1,0.0,3,1,36,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1176,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,460,2,3,0,1,0,3,0,1,0,0,0,0,2009.0,0,1212,1,5,0,0,1,0,0,0,0,0,212,1,4,0,1,10420,1,83.0,0,0,20,0.0,0,0,0,0,0,0,3,0,0,0,22,5,6,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,6,1212,0,100,2009,2009,2010,186000
932,920,0,9.5,0,0,2.5,3,1,1.0,3,0,822,0,0,0,1,0,0,0,0,0,0,0,0,1,4,78,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,3,1,0,0,1,0,0,0,0,644,2,3,0,1,0,3,0,1,0,0,0,0,2009.0,1,1852,1,5,0,0,0,0,0,1,0,0,213,1,4,0,1,8640,0,72.0,0,0,60,0.0,0,0,0,0,0,0,7,0,0,0,108,5,7,1,0,0,3,4,0,1,0,0,0,0,1,1,0,2,7,900,0,168,2009,2009,2009,252678
990,0,0,6.0,0,0,1.0,3,1,0.5,3,0,716,0,1,0,0,0,0,0,0,0,0,0,0,1,4,274,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,576,2,3,0,0,1,3,0,1,0,0,0,0,1996.0,0,990,1,5,0,0,1,0,0,0,0,0,214,1,3,0,1,13568,1,43.0,1,0,20,0.0,0,0,0,0,0,0,7,0,0,0,0,5,5,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,5,990,0,224,1995,1995,2006,156000
689,703,0,7.5,0,0,1.5,3,1,0.0,3,0,378,0,0,0,1,0,0,0,0,0,0,0,0,1,4,311,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,299,1,3,1,0,0,3,0,1,0,0,0,0,1977.0,0,1392,1,5,0,0,0,0,0,1,0,0,215,1,3,0,1,10900,1,70.04995836802665,1,0,60,153.0,1,0,0,1,0,450,3,0,0,0,36,7,6,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,6,689,0,0,1977,1977,2010,161750
1236,0,0,7.0,0,0,1.0,2,1,0.5,3,0,360,0,0,1,0,0,0,0,0,0,0,0,0,1,3,710,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,2,1,0,1,0,0,0,0,1,447,1,3,0,0,1,3,0,1,0,0,0,0,1957.0,0,1236,1,3,0,0,1,0,0,0,0,0,216,1,4,0,1,10011,0,72.0,1,0,20,64.0,1,0,0,0,0,0,5,0,0,0,0,6,5,1,0,0,2,4,0,1,0,0,0,0,0,0,0,2,6,1070,0,0,1957,1996,2006,134450
1436,0,0,10.0,0,0,2.0,3,1,1.0,3,1,946,0,0,0,1,0,0,0,0,0,0,0,0,1,4,490,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,484,2,3,0,0,1,3,0,1,0,0,0,0,2004.0,0,1436,1,5,0,0,1,0,0,0,0,0,217,1,4,0,1,8450,0,65.0,0,0,20,266.0,1,0,0,0,0,0,4,0,0,0,98,5,7,1,0,0,0,4,0,1,0,0,0,0,0,0,0,2,8,1436,0,139,2004,2004,2008,210000
810,518,0,9.0,2,0,1.0,3,1,0.0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,686,0,2,1,1,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,210,1,3,0,0,1,3,0,0,0,0,0,1,1940.0,0,1328,1,2,0,0,0,0,0,1,0,0,218,1,3,0,1,9906,0,57.0,0,0,70,0.0,0,0,0,0,0,0,9,0,0,0,172,4,4,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,8,686,0,0,1925,1950,2006,107000
1137,817,0,9.5,0,0,1.5,3,1,0.5,3,0,341,0,0,1,0,0,0,0,0,0,0,0,0,1,3,457,1,1,0,1,150,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,3,2,0,1,0,0,0,0,0,431,2,3,0,0,1,3,0,1,0,0,0,0,1939.0,0,1954,1,5,1,0,0,0,0,0,0,0,219,1,4,0,1,15660,1,70.04995836802665,1,0,50,312.0,1,0,0,0,0,0,5,0,0,0,119,9,7,1,0,0,6,4,0,1,0,0,0,0,0,0,0,2,8,798,0,0,1939,2006,2008,311500
1248,0,0,7.0,0,0,2.0,2,1,0.0,3,2,16,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1232,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,438,2,3,1,0,0,3,0,1,0,0,0,0,2005.0,0,1248,1,5,0,0,1,0,0,0,0,0,220,1,4,0,1,3010,0,43.0,0,0,120,16.0,1,0,0,0,0,0,3,0,0,0,0,5,7,1,0,0,0,4,0,1,0,0,0,0,1,1,0,2,5,1248,0,108,2005,2006,2006,167240
1498,0,0,7.0,0,0,2.0,2,1,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1498,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,675,2,3,0,1,0,3,0,1,0,0,0,0,2006.0,0,1498,1,5,0,0,1,0,0,0,0,0,221,1,4,0,1,8990,0,73.0,1,0,20,0.0,0,0,0,0,0,0,4,0,0,0,33,5,7,1,0,0,0,4,0,1,0,0,0,0,1,1,0,2,5,1498,0,351,2006,2006,2006,204900
